CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2025-08-02 23:08:11,Partner B,don't rush i ordered delivery,text,food,offline together,date
2025-08-02 23:16:12,Partner B,deploy ran late so i was stuck for a while,text,work,offline together,date
2025-08-02 23:46:10,Partner B,heading out ten minutes if traffic behaves,text,commute,offline together,date
2025-08-02 23:55:10,Partner A,my manager moved the meeting again,text,work,offline together,date
2025-08-02 23:55:18,Partner A,miss you,text,food,offline together,date
2025-08-02 23:56:12,Partner A,are you sleeping,text,plans,offline together,date
2025-08-03 00:03:51,Partner B,i can move it to sunday,text,plans,offline together,date
2025-08-03 00:09:10,Partner B,one sec i'll check the weather,text,plans,offline together,date
2025-08-03 00:13:02,Partner A,i missed the bus,text,commute,offline together,date
2025-08-03 00:18:03,Partner A,[sticker],sticker,repair,repairing,date
2025-08-03 00:24:03,Partner A,are you sleeping,text,plans,offline together,date
2025-08-03 00:27:06,Partner B,bug is fixed but i need to watch it,text,work,offline together,date
2025-08-03 00:44:12,Partner A,movie or dinner first,text,plans,offline together,date
2025-08-03 08:12:09,Partner B,tickets are in my email?,text,plans,logistics,weekend
2025-08-03 08:16:09,Partner A,[image],image,family,logistics,weekend
2025-08-03 08:30:12,Partner B,i'll call after shower,text,sleep,logistics,weekend
2025-08-03 09:07:03,Partner A,arrived,text,food,logistics,weekend
2025-08-03 09:21:50,Partner B,i'll handle it?,text,family,logistics,weekend
2025-08-03 12:02:07,Partner A,lol,text,commute,logistics,weekend
2025-08-03 12:05:05,Partner A,eat what,text,money,logistics,weekend
2025-08-03 12:08:05,Partner A,where are you,text,plans,logistics,weekend
2025-08-03 12:13:46,Partner A,fine,text,food,logistics,weekend
2025-08-03 12:21:12,Partner B,i'll check i'll clean it tonight,text,chores,logistics,weekend
2025-08-03 12:25:12,Partner A,they asked if you are coming?,text,family,logistics,weekend
2025-08-03 12:28:17,Partner A,laundry is still in the machine,text,chores,logistics,weekend
2025-08-03 12:45:06,Partner A,i swear i want noodles?,text,food,logistics,weekend
2025-08-03 12:46:02,Partner A,"don't buy milk, we still have some",text,food,logistics,weekend
2025-08-03 13:19:54,Partner A,your sister texted me?,text,family,logistics,weekend
2025-08-03 13:21:08,Partner B,let's do the later show,text,plans,logistics,weekend
2025-08-03 13:23:02,Partner A,traffic is not moving?,text,commute,logistics,weekend
2025-08-03 18:08:07,Partner B,eat first,text,family,logistics,weekend
2025-08-03 18:22:02,Partner A,can we not do spicy today,text,food,logistics,weekend
2025-08-03 18:32:09,Partner B,goodnight,text,affection,warm,weekend
2025-08-03 18:35:04,Partner A,we need paper towels,text,chores,logistics,weekend
2025-08-03 18:37:47,Partner A,wait,text,food,logistics,weekend
2025-08-03 18:41:00,Partner A,wait are we still going tomorrow,text,plans,logistics,weekend
2025-08-03 18:43:11,Partner A,no because trash day is tomorrow?,text,chores,logistics,weekend
2025-08-03 18:44:04,Partner A,eat what,text,sleep,logistics,weekend
2025-08-03 18:50:11,Partner A,they asked if you are coming,text,family,logistics,weekend
2025-08-03 18:55:09,Partner A,look,text,food,logistics,weekend
2025-08-03 18:57:00,Partner A,why is delivery so expensive,text,money,logistics,weekend
2025-08-03 19:05:10,Partner A,trash day is tomorrow?,text,chores,logistics,weekend
2025-08-03 19:25:02,Partner A,look,text,affection,warm,weekend
2025-08-03 19:26:11,Partner B,got the transfer?,text,money,logistics,weekend
2025-08-03 19:35:01,Partner A,i forgot to pay you back?,text,money,logistics,weekend
2025-08-03 19:40:02,Partner A,fine,text,family,logistics,weekend
2025-08-03 19:56:02,Partner B,on my way,text,commute,logistics,weekend
2025-08-03 19:56:08,Partner B,don't rush ten minutes if traffic behaves,text,commute,logistics,weekend
2025-08-03 22:01:02,Partner A,i bought coffee already?,text,food,logistics,weekend
2025-08-03 22:02:29,Partner B,i'll clean it tonight,text,chores,logistics,weekend
2025-08-03 22:05:02,Partner B,family chat is chaos,text,family,logistics,weekend
2025-08-03 22:08:07,Partner A,what are we eating,text,food,logistics,weekend
2025-08-03 22:09:05,Partner B,parking is impossible near your building,text,commute,logistics,weekend
2025-08-03 22:17:00,Partner A,fine,text,affection,warm,weekend
2025-08-03 22:29:01,Partner A,not funny,text,sleep,logistics,weekend
2025-08-03 22:29:04,Partner A,[image],image,food,logistics,weekend
2025-08-03 22:40:07,Partner A,not funny,text,plans,logistics,weekend
2025-08-03 22:41:01,Partner B,parking is impossible near your building,text,commute,logistics,weekend
2025-08-03 22:43:04,Partner B,ok,text,food,logistics,weekend
2025-08-03 23:02:07,Partner B,home,text,sleep,logistics,weekend
2025-08-03 23:09:12,Partner A,where are you,text,food,logistics,weekend
2025-08-03 23:20:12,Partner B,deploy ran late so i was stuck for a while,text,work,logistics,weekend
2025-08-03 23:27:07,Partner B,one sec,text,money,logistics,weekend
2025-08-03 23:42:06,Partner A,miss you,text,sleep,logistics,weekend
2025-08-03 23:43:32,Partner B,receipt is in the bag,text,money,logistics,weekend
2025-08-03 23:57:12,Partner A,"don't buy milk, we still have some?",text,food,logistics,weekend
2025-08-04 00:15:03,Partner A,omg,text,chores,logistics,weekend
2025-08-04 00:19:06,Partner B,i'll take the package,text,chores,logistics,weekend
2025-08-04 00:21:09,Partner B,bring the charger,text,plans,logistics,weekend
2025-08-04 00:49:06,Partner A,what are we eating,text,food,logistics,weekend
2025-08-04 00:59:02,Partner A,look,text,chores,logistics,weekend
2025-08-04 08:05:03,Partner A,nooo,text,work,flat,normal
2025-08-04 08:08:07,Partner B,got it,text,chores,flat,normal
2025-08-04 08:34:01,Partner A,awake?,text,plans,flat,normal
2025-08-04 08:36:05,Partner A,[sticker],sticker,repair,repairing,normal
2025-08-04 12:01:07,Partner B,eat first,text,commute,flat,normal
2025-08-04 12:02:04,Partner A,ah,text,food,flat,normal
2025-08-04 12:04:55,Partner A,tired,text,sleep,flat,normal
2025-08-04 12:09:01,Partner B,home,text,food,flat,normal
2025-08-04 12:51:08,Partner A,fine,text,work,flat,normal
2025-08-04 13:00:00,Partner A,i can leave at seven,text,plans,flat,normal
2025-08-04 13:26:08,Partner A,omg,text,chores,flat,normal
2025-08-04 18:14:08,Partner B,budget says no more takeout,text,money,flat,normal
2025-08-04 18:41:01,Partner A,miss you,text,money,flat,normal
2025-08-04 19:00:02,Partner A,look,text,chores,flat,normal
2025-08-04 19:00:02,Partner B,on my way,text,plans,flat,normal
2025-08-04 19:08:04,Partner B,i'm on line 2 and the train is crawling,text,commute,flat,normal
2025-08-04 19:08:11,Partner A,where are you,text,commute,flat,normal
2025-08-04 19:11:02,Partner B,i have one more meeting before i can leave,text,work,flat,normal
2025-08-04 19:12:10,Partner A,trash day is tomorrow,text,chores,flat,normal
2025-08-04 19:15:09,Partner A,?,text,chores,flat,normal
2025-08-04 19:16:12,Partner B,i like our life,text,affection,warm,normal
2025-08-04 19:47:29,Partner B,ok,text,chores,flat,normal
2025-08-04 19:49:01,Partner A,i want noodles,text,food,flat,normal
2025-08-04 19:51:07,Partner A,i like us,text,affection,warm,normal
2025-08-04 19:57:06,Partner A,[image],image,commute,flat,normal
2025-08-04 22:13:31,Partner A,[image],image,food,flat,normal
2025-08-04 22:16:29,Partner A,i am drowning in slides,text,work,flat,normal
2025-08-04 22:20:17,Partner B,my bad let's do the later show,text,plans,flat,normal
2025-08-04 22:33:36,Partner B,meeting,text,food,flat,normal
2025-08-04 22:58:05,Partner B,heading out i saved you some,text,food,flat,normal
2025-08-04 22:59:04,Partner B,sleep soon,text,sleep,flat,normal
2025-08-04 23:12:00,Partner A,ah,text,work,flat,normal
2025-08-04 23:22:08,Partner B,my bad,text,plans,flat,normal
2025-08-04 23:32:08,Partner B,mom said saturday works?,text,family,flat,normal
2025-08-04 23:32:12,Partner A,fine,text,food,flat,normal
2025-08-04 23:42:01,Partner A,omg,text,chores,flat,normal
2025-08-04 23:55:02,Partner A,are you sleeping,text,sleep,flat,normal
2025-08-05 00:07:12,Partner B,don't rush,text,commute,flat,normal
2025-08-05 00:10:28,Partner A,?,text,work,flat,normal
2025-08-05 00:36:10,Partner A,ah,text,family,flat,normal
2025-08-05 00:38:34,Partner A,are you sleeping,text,sleep,flat,normal
2025-08-05 00:41:01,Partner A,ah,text,family,flat,normal
2025-08-05 00:46:11,Partner A,traffic is not moving,text,commute,flat,normal
2025-08-05 00:49:07,Partner A,i am at the gate?,text,commute,flat,normal
2025-08-05 00:57:07,Partner B,sleep soon,text,plans,flat,normal
2025-08-05 08:03:02,Partner A,you always say one sec?,text,conflict,frustrated,conflict
2025-08-05 08:04:08,Partner A,awake?,text,affection,warm,conflict
2025-08-05 08:07:12,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-05 08:08:01,Partner A,i transferred you,text,money,tense then repair,conflict
2025-08-05 08:11:08,Partner B,heading out i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-05 08:15:11,Partner A,?,text,repair,repairing,conflict
2025-08-05 08:16:06,Partner B,i'll check the weather,text,plans,tense then repair,conflict
2025-08-05 08:17:06,Partner A,tired,text,sleep,tense then repair,conflict
2025-08-05 08:22:08,Partner B,i'll check the weather?,text,plans,tense then repair,conflict
2025-08-05 08:23:11,Partner A,awake?,text,conflict,frustrated,conflict
2025-08-05 08:24:34,Partner A,awake?,text,plans,tense then repair,conflict
2025-08-05 08:26:04,Partner A,?,text,repair,repairing,conflict
2025-08-05 08:31:06,Partner A,omg,text,conflict,frustrated,conflict
2025-08-05 08:32:04,Partner A,not funny,text,food,tense then repair,conflict
2025-08-05 08:37:04,Partner A,awake?,text,conflict,frustrated,conflict
2025-08-05 08:40:07,Partner A,you always say one sec?,text,conflict,frustrated,conflict
2025-08-05 08:40:13,Partner B,i should have texted before disappearing,text,work,tense then repair,conflict
2025-08-05 08:50:23,Partner A,today is so stupid,text,work,tense then repair,conflict
2025-08-05 08:51:00,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-05 08:52:03,Partner A,i forgot to pay you back?,text,money,tense then repair,conflict
2025-08-05 08:57:04,Partner B,eat first,text,food,tense then repair,conflict
2025-08-05 09:01:03,Partner A,lol,text,conflict,frustrated,conflict
2025-08-05 09:01:07,Partner A,nooo,text,conflict,frustrated,conflict
2025-08-05 09:01:17,Partner A,?,text,conflict,frustrated,conflict
2025-08-05 09:03:10,Partner A,we need to decide?,text,plans,tense then repair,conflict
2025-08-05 09:03:12,Partner B,morning,text,conflict,frustrated,conflict
2025-08-05 09:07:10,Partner A,ah,text,sleep,tense then repair,conflict
2025-08-05 12:02:06,Partner A,wait,text,plans,tense then repair,conflict
2025-08-05 12:07:01,Partner A,come home safe,text,repair,repairing,conflict
2025-08-05 12:07:02,Partner A,arrived,text,work,tense then repair,conflict
2025-08-05 12:07:06,Partner A,tired,text,conflict,frustrated,conflict
2025-08-05 12:08:53,Partner A,where are you,text,work,tense then repair,conflict
2025-08-05 12:11:05,Partner B,"train is delayed again, sorry",text,commute,tense then repair,conflict
2025-08-05 12:11:08,Partner B,"we're okay, i don't want this to sit overnight?",text,repair,repairing,conflict
2025-08-05 12:12:11,Partner A,why didn't you say anything?,text,conflict,frustrated,conflict
2025-08-05 12:14:01,Partner B,eat first,text,conflict,frustrated,conflict
2025-08-05 12:14:10,Partner A,tired,text,commute,tense then repair,conflict
2025-08-05 12:15:05,Partner B,tickets are in my email,text,plans,tense then repair,conflict
2025-08-05 12:18:04,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-05 12:19:03,Partner A,nooo,text,work,tense then repair,conflict
2025-08-05 12:23:05,Partner B,let's talk after dinner when we're both calmer,text,repair,repairing,conflict
2025-08-05 12:27:06,Partner A,i bought coffee already?,text,food,tense then repair,conflict
2025-08-05 12:29:01,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-05 12:29:12,Partner B,[voice 9s],voice,conflict,frustrated,conflict
2025-08-05 12:37:06,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-05 12:38:41,Partner A,ah,text,conflict,frustrated,conflict
2025-08-05 12:39:08,Partner A,eat what,text,repair,repairing,conflict
2025-08-05 12:40:06,Partner A,ah,text,food,tense then repair,conflict
2025-08-05 12:40:12,Partner B,on my way,text,sleep,tense then repair,conflict
2025-08-05 12:42:02,Partner A,lol,text,plans,tense then repair,conflict
2025-08-05 12:42:08,Partner A,pls you always say one sec,text,conflict,frustrated,conflict
2025-08-05 12:43:03,Partner A,i can't sleep,text,sleep,tense then repair,conflict
2025-08-05 12:48:03,Partner B,can we talk later when i can actually focus,text,food,tense then repair,conflict
2025-08-05 12:48:05,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-05 12:48:11,Partner A,you always say one sec,text,conflict,frustrated,conflict
2025-08-05 12:49:06,Partner A,miss you,text,chores,tense then repair,conflict
2025-08-05 12:53:02,Partner B,[sticker],sticker,repair,repairing,conflict
2025-08-05 12:53:11,Partner B,ok,text,conflict,frustrated,conflict
2025-08-05 12:57:22,Partner A,wait you disappeared again?,text,conflict,frustrated,conflict
2025-08-05 12:57:28,Partner A,wait i don't want to guess?,text,conflict,frustrated,conflict
2025-08-05 12:59:01,Partner A,can we reset?,text,repair,repairing,conflict
2025-08-05 13:01:10,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-05 13:03:04,Partner B,eat first,text,money,tense then repair,conflict
2025-08-05 13:03:09,Partner B,[voice 10s],voice,conflict,frustrated,conflict
2025-08-05 13:04:01,Partner A,wait,text,food,tense then repair,conflict
2025-08-05 13:12:05,Partner B,tickets are in my email,text,plans,tense then repair,conflict
2025-08-05 17:00:00,Partner A,ah,text,repair,repairing,conflict
2025-08-05 17:06:01,Partner A,i'm sorry for snapping,text,repair,repairing,conflict
2025-08-05 17:06:04,Partner B,let's do the later show,text,plans,tense then repair,conflict
2025-08-05 17:11:06,Partner A,nooo,text,conflict,frustrated,conflict
2025-08-05 17:12:07,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2025-08-05 17:14:04,Partner B,there is soup at home?,text,food,tense then repair,conflict
2025-08-05 17:16:00,Partner B,you need rest,text,sleep,tense then repair,conflict
2025-08-05 17:19:05,Partner A,ah,text,repair,repairing,conflict
2025-08-05 17:21:03,Partner A,i swear traffic is not moving?,text,commute,tense then repair,conflict
2025-08-05 17:21:05,Partner B,meeting,text,conflict,frustrated,conflict
2025-08-05 17:21:06,Partner B,let's talk after dinner when we're both calmer,text,repair,repairing,conflict
2025-08-05 17:24:00,Partner A,[image],image,food,tense then repair,conflict
2025-08-05 17:25:05,Partner A,omg presentation is finally done,text,work,tense then repair,conflict
2025-08-05 17:29:24,Partner A,arrived,text,repair,repairing,conflict
2025-08-05 17:31:10,Partner A,no because i was waiting,text,conflict,frustrated,conflict
2025-08-05 17:41:12,Partner B,home,text,repair,repairing,conflict
2025-08-05 17:43:00,Partner A,i don't want to fight?,text,repair,repairing,conflict
2025-08-05 17:45:11,Partner A,where are you,text,repair,repairing,conflict
2025-08-05 17:46:03,Partner A,wake me up at eight?,text,sleep,tense then repair,conflict
2025-08-05 17:51:08,Partner B,"we're okay, i don't want this to sit overnight",text,repair,repairing,conflict
2025-08-05 17:56:24,Partner B,let's talk after dinner when we're both calmer?,text,repair,repairing,conflict
2025-08-05 18:01:00,Partner A,wait,text,repair,repairing,conflict
2025-08-05 18:08:20,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2025-08-05 18:09:14,Partner B,can we talk later when i can actually focus,text,affection,warm,conflict
2025-08-05 18:10:30,Partner B,home,text,conflict,frustrated,conflict
2025-08-05 18:13:05,Partner B,there is soup at home,text,food,tense then repair,conflict
2025-08-05 18:14:08,Partner B,"i wasn't ignoring you, but i get why it felt like that?",text,conflict,frustrated,conflict
2025-08-05 18:18:10,Partner A,arrived,text,conflict,frustrated,conflict
2025-08-05 18:20:09,Partner A,eat what,text,repair,repairing,conflict
2025-08-05 18:28:12,Partner B,eat first,text,conflict,frustrated,conflict
2025-08-05 18:28:48,Partner A,you booked it right,text,plans,tense then repair,conflict
2025-08-05 18:37:00,Partner B,i'll check goodnight?,text,sleep,tense then repair,conflict
2025-08-05 18:37:03,Partner A,tired,text,conflict,frustrated,conflict
2025-08-05 18:39:10,Partner A,wait,text,plans,tense then repair,conflict
2025-08-05 18:42:08,Partner A,tired,text,plans,tense then repair,conflict
2025-08-05 18:44:01,Partner B,"i hear you, i'm not trying to make excuses",text,commute,tense then repair,conflict
2025-08-05 18:48:08,Partner A,why didn't you say anything?,text,conflict,frustrated,conflict
2025-08-05 18:49:03,Partner A,lol,text,affection,warm,conflict
2025-08-05 18:51:06,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-05 18:53:50,Partner B,ok,text,food,tense then repair,conflict
2025-08-05 21:01:00,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-05 21:01:45,Partner B,bring the charger,text,plans,tense then repair,conflict
2025-08-05 21:05:02,Partner B,meeting,text,conflict,frustrated,conflict
2025-08-05 21:08:04,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-05 21:10:01,Partner B,tickets are in my email,text,plans,tense then repair,conflict
2025-08-05 21:12:54,Partner A,miss you,text,commute,tense then repair,conflict
2025-08-05 21:14:00,Partner A,fine,text,food,tense then repair,conflict
2025-08-05 21:17:41,Partner B,ok,text,repair,repairing,conflict
2025-08-05 21:19:01,Partner A,miss you,text,commute,tense then repair,conflict
2025-08-05 21:23:03,Partner A,you disappeared again?,text,conflict,frustrated,conflict
2025-08-05 21:23:03,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2025-08-05 21:25:01,Partner B,"we're okay, i don't want this to sit overnight?",text,repair,repairing,conflict
2025-08-05 21:26:10,Partner B,sure,text,conflict,frustrated,conflict
2025-08-05 21:28:03,Partner A,can we reset,text,repair,repairing,conflict
2025-08-05 21:30:50,Partner A,lol,text,chores,tense then repair,conflict
2025-08-05 21:32:09,Partner B,don't rush,text,affection,warm,conflict
2025-08-05 21:33:02,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-05 21:42:04,Partner B,let's talk after dinner when we're both calmer,text,repair,repairing,conflict
2025-08-05 21:45:01,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2025-08-05 21:52:03,Partner A,omg,text,conflict,frustrated,conflict
2025-08-05 21:52:05,Partner B,one sec meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-05 21:53:07,Partner B,i ordered detergent,text,chores,tense then repair,conflict
2025-08-05 21:53:07,Partner A,fine,text,conflict,frustrated,conflict
2025-08-05 21:58:08,Partner A,arrived,text,conflict,frustrated,conflict
2025-08-05 21:59:09,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-05 22:02:11,Partner B,sleep soon,text,commute,tense then repair,conflict
2025-08-05 22:04:07,Partner A,nooo,text,conflict,frustrated,conflict
2025-08-05 22:06:38,Partner A,i want noodles,text,food,tense then repair,conflict
2025-08-05 22:08:00,Partner B,one sec meeting ran over and i handled it badly?,text,conflict,frustrated,conflict
2025-08-05 22:11:38,Partner A,i am drowning in slides?,text,work,tense then repair,conflict
2025-08-05 22:12:10,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-05 22:14:03,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-05 22:14:10,Partner A,wait,text,plans,tense then repair,conflict
2025-08-05 22:17:02,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-05 22:20:16,Partner A,miss you,text,conflict,frustrated,conflict
2025-08-05 22:21:06,Partner B,i have one more meeting before i can leave,text,work,tense then repair,conflict
2025-08-05 22:23:05,Partner A,omg,text,money,tense then repair,conflict
2025-08-05 22:26:01,Partner A,are you sleeping,text,food,tense then repair,conflict
2025-08-05 22:29:03,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-05 22:30:07,Partner B,"i'm sorry too, next time i'll say it earlier?",text,repair,repairing,conflict
2025-08-05 22:36:06,Partner B,sleep soon,text,commute,tense then repair,conflict
2025-08-05 22:37:12,Partner B,i can move it to sunday,text,plans,tense then repair,conflict
2025-08-05 22:40:11,Partner B,one sec,text,money,tense then repair,conflict
2025-08-05 22:40:28,Partner A,tired,text,conflict,frustrated,conflict
2025-08-05 22:43:07,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-05 22:48:05,Partner A,omg,text,conflict,frustrated,conflict
2025-08-05 22:48:06,Partner B,sleep soon,text,conflict,frustrated,conflict
2025-08-05 22:49:08,Partner A,where are you,text,sleep,tense then repair,conflict
2025-08-05 22:51:00,Partner A,arrived,text,conflict,frustrated,conflict
2025-08-05 22:51:13,Partner A,tired,text,conflict,frustrated,conflict
2025-08-05 22:55:12,Partner A,you disappeared again,text,conflict,frustrated,conflict
2025-08-05 23:01:09,Partner B,let's do the later show?,text,plans,tense then repair,conflict
2025-08-05 23:02:07,Partner B,ok,text,conflict,frustrated,conflict
2025-08-05 23:04:15,Partner A,not funny,text,conflict,frustrated,conflict
2025-08-05 23:06:02,Partner B,message deleted,deleted,conflict,frustrated,conflict
2025-08-05 23:06:05,Partner A,fine,text,conflict,frustrated,conflict
2025-08-05 23:08:03,Partner A,i bought coffee already?,text,food,tense then repair,conflict
2025-08-05 23:09:12,Partner A,lol come here,text,affection,warm,conflict
2025-08-05 23:10:10,Partner A,i was waiting,text,chores,tense then repair,conflict
2025-08-05 23:11:04,Partner A,where are you,text,conflict,frustrated,conflict
2025-08-05 23:13:11,Partner A,nooo,text,work,tense then repair,conflict
2025-08-05 23:13:52,Partner A,wait,text,money,tense then repair,conflict
2025-08-05 23:14:00,Partner B,[sticker],sticker,repair,repairing,conflict
2025-08-05 23:15:01,Partner B,sleep soon,text,work,tense then repair,conflict
2025-08-05 23:15:10,Partner B,sleep soon,text,repair,repairing,conflict
2025-08-05 23:16:03,Partner A,i might be late after work?,text,work,tense then repair,conflict
2025-08-05 23:17:12,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2025-08-05 23:18:01,Partner A,"okay, i understand now?",text,repair,repairing,conflict
2025-08-05 23:22:06,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2025-08-05 23:22:10,Partner A,[image],image,commute,tense then repair,conflict
2025-08-05 23:23:07,Partner A,i'm so sleepy,text,sleep,tense then repair,conflict
2025-08-05 23:24:09,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-05 23:30:12,Partner B,can we talk later when i can actually focus,text,plans,tense then repair,conflict
2025-08-05 23:32:10,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-05 23:32:22,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-05 23:35:00,Partner A,where are you,text,conflict,frustrated,conflict
2025-08-05 23:35:10,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2025-08-05 23:38:11,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-05 23:47:03,Partner A,look,text,work,tense then repair,conflict
2025-08-05 23:49:05,Partner A,are you sleeping,text,sleep,tense then repair,conflict
2025-08-05 23:50:11,Partner A,miss you,text,food,tense then repair,conflict
2025-08-05 23:52:02,Partner A,call me for two minutes,text,sleep,tense then repair,conflict
2025-08-05 23:53:03,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-05 23:57:05,Partner A,pls i'm downstairs,text,commute,tense then repair,conflict
2025-08-05 23:57:09,Partner B,can we talk later when i can actually focus?,text,conflict,frustrated,conflict
2025-08-06 00:00:10,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-06 00:01:11,Partner B,on my way,text,commute,tense then repair,conflict
2025-08-06 00:03:06,Partner A,fine,text,repair,repairing,conflict
2025-08-06 00:03:52,Partner B,my bad,text,money,tense then repair,conflict
2025-08-06 00:05:20,Partner A,eat what,text,plans,tense then repair,conflict
2025-08-06 00:06:45,Partner B,i can move it to sunday,text,plans,tense then repair,conflict
2025-08-06 00:08:04,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 00:11:06,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 00:13:00,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 00:16:07,Partner A,look,text,affection,warm,conflict
2025-08-06 00:18:03,Partner A,lol i'm so sleepy,text,sleep,tense then repair,conflict
2025-08-06 00:18:11,Partner B,"home safe, babe",text,affection,warm,conflict
2025-08-06 00:19:12,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 00:25:10,Partner B,miss you too,text,affection,warm,conflict
2025-08-06 00:26:00,Partner A,traffic is not moving,text,commute,tense then repair,conflict
2025-08-06 00:31:07,Partner A,arrived,text,conflict,frustrated,conflict
2025-08-06 00:31:12,Partner A,lol,text,food,tense then repair,conflict
2025-08-06 00:32:02,Partner B,sleep soon,text,work,tense then repair,conflict
2025-08-06 00:35:42,Partner B,i'll check dishwasher is running?,text,chores,tense then repair,conflict
2025-08-06 00:38:02,Partner A,split this one?,text,money,tense then repair,conflict
2025-08-06 00:43:21,Partner A,wait,text,affection,warm,conflict
2025-08-06 00:45:10,Partner B,meeting,text,conflict,frustrated,conflict
2025-08-06 00:46:08,Partner A,can we reset?,text,repair,repairing,conflict
2025-08-06 00:47:07,Partner A,not funny,text,affection,warm,conflict
2025-08-06 00:53:08,Partner A,not funny,text,commute,tense then repair,conflict
2025-08-06 00:54:07,Partner B,sleep soon,text,conflict,frustrated,conflict
2025-08-06 00:56:33,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-06 00:57:05,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 00:59:00,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 00:59:12,Partner A,that felt bad,text,conflict,frustrated,conflict
2025-08-06 01:01:10,Partner B,[voice 8s],voice,conflict,frustrated,conflict
2025-08-06 01:03:34,Partner B,home,text,food,tense then repair,conflict
2025-08-06 01:04:26,Partner A,miss you,text,conflict,frustrated,conflict
2025-08-06 01:07:06,Partner A,i forgot to pay you back?,text,money,tense then repair,conflict
2025-08-06 01:07:12,Partner A,arrived,text,repair,repairing,conflict
2025-08-06 01:08:29,Partner A,are you sleeping,text,plans,tense then repair,conflict
2025-08-06 01:09:05,Partner A,ah,text,chores,tense then repair,conflict
2025-08-06 01:14:03,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-06 01:19:08,Partner A,fine,text,food,tense then repair,conflict
2025-08-06 01:21:02,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 01:22:03,Partner B,i'll take the package,text,chores,tense then repair,conflict
2025-08-06 01:26:13,Partner B,"heading out i hear you, i'm not trying to make excuses?",text,conflict,frustrated,conflict
2025-08-06 01:28:06,Partner B,sleep soon,text,plans,tense then repair,conflict
2025-08-06 01:28:09,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 01:29:11,Partner A,i bought coffee already,text,food,tense then repair,conflict
2025-08-06 01:30:00,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 01:30:02,Partner A,nooo,text,repair,repairing,conflict
2025-08-06 01:32:07,Partner A,ah,text,work,tense then repair,conflict
2025-08-06 01:34:02,Partner A,omg you always say one sec,text,conflict,frustrated,conflict
2025-08-06 08:03:10,Partner A,lol,text,sleep,tense then repair,conflict
2025-08-06 08:21:11,Partner A,tired,text,conflict,frustrated,conflict
2025-08-06 08:21:12,Partner B,can we talk later when i can actually focus,text,commute,tense then repair,conflict
2025-08-06 08:22:10,Partner A,not funny,text,repair,repairing,conflict
2025-08-06 08:24:02,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2025-08-06 08:25:02,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2025-08-06 08:28:02,Partner A,?,text,chores,tense then repair,conflict
